age,two_year_recid,sex,priors_count,length_of_stay,decile_score,c_charge_degree_F,c_charge_degree_M,race
20,1,1,0,0,10,1,0,0
21,1,0,2,35,8,0,1,1
44,1,0,8,9,8,0,1,1
41,0,0,0,0,1,0,1,0
31,1,0,5,0,9,0,1,1
67,0,1,0,1,1,1,0,1
42,0,0,1,-1,2,0,1,0
25,0,0,0,34,3,1,0,1
23,1,0,6,5,9,1,0,0
27,1,0,13,0,10,1,0,1
23,0,0,2,0,2,1,0,1
33,0,0,2,1,3,1,0,0
41,0,0,0,0,1,0,1,0
31,0,1,1,0,2,1,0,0
21,1,0,2,28,7,1,0,1
53,0,0,5,297,4,1,0,1
36,0,0,1,0,1,0,1,1
58,0,0,10,0,3,0,1,0
62,0,0,0,3,1,1,0,0
25,0,0,4,1,6,1,0,0
51,1,0,15,34,8,1,0,1
46,0,0,2,7,2,1,0,0
28,1,0,4,0,2,0,1,1
24,1,0,2,2,3,1,0,0
32,0,0,6,0,8,1,0,0
23,1,0,2,1,9,1,0,1
58,0,1,0,0,1,0,1,0
59,1,0,8,8,8,1,0,1
20,1,0,0,0,7,1,0,1
57,1,0,0,-1,1,0,1,0
37,1,0,1,-1,2,1,0,0
43,1,0,0,0,1,1,0,1
36,0,1,1,0,5,0,1,1
59,0,0,0,0,1,0,1,0
35,1,0,4,31,2,1,0,0
29,1,0,5,3,5,1,0,1
21,0,1,0,0,5,0,1,1
28,0,0,0,1,1,0,1,0
34,1,0,5,3,3,0,1,1
42,0,1,16,24,6,1,0,1
21,1,0,3,1,9,1,0,1
69,1,0,1,1,1,1,0,1
49,0,1,1,0,1,0,1,0
24,0,1,0,0,5,0,1,0
27,1,0,4,34,8,1,0,1
55,0,1,1,2,1,0,1,1
24,1,0,7,2,8,0,1,1
21,0,0,1,0,4,1,0,0
28,1,0,0,37,6,1,0,0
34,0,0,4,0,6,0,1,1
27,0,0,2,1,5,1,0,1
37,0,0,12,52,10,0,1,1
23,0,0,0,0,4,1,0,0
27,1,0,5,0,9,1,0,1
50,0,0,1,0,1,1,0,1
22,0,0,1,2,5,1,0,1
43,1,0,1,31,6,1,0,1
29,1,0,0,0,7,0,1,0
61,1,0,1,4,1,1,0,0
34,0,0,1,23,1,1,0,1
31,1,0,16,0,10,1,0,1
21,0,0,0,0,4,1,0,0
23,1,0,1,7,5,1,0,1
24,1,0,1,13,8,0,1,1
30,0,0,1,-1,9,1,0,1
32,1,0,17,112,8,1,0,1
61,0,0,0,6,1,0,1,0
27,0,0,3,3,3,0,1,0
60,0,0,0,1,1,0,1,0
23,0,0,1,3,8,0,1,1
40,0,0,0,0,1,0,1,0
30,0,0,0,6,3,1,0,0
20,0,1,0,0,5,1,0,1
24,1,0,0,1,5,0,1,1
30,0,0,5,0,3,0,1,1
20,1,1,0,-1,4,0,1,1
25,0,0,0,1,3,0,1,1
38,0,0,0,0,2,0,1,0
29,1,0,0,1,2,1,0,1
38,1,1,1,16,5,0,1,0
27,0,0,1,0,2,1,0,1
21,1,0,0,1,4,0,1,0
24,0,0,1,141,7,1,0,1
53,1,0,3,197,1,1,0,0
36,1,0,4,1,2,1,0,0
64,1,0,8,0,4,0,1,1
23,1,0,0,0,10,0,1,1
26,0,0,3,0,10,0,1,0
48,0,0,0,33,1,1,0,0
21,0,0,0,1,4,1,0,1
20,1,0,0,1,5,1,0,1
37,0,0,17,45,9,0,1,1
51,1,0,8,1,5,1,0,0
47,1,0,2,1,2,1,0,0
27,1,0,2,39,9,1,0,1
45,0,0,16,1,7,1,0,1
41,1,0,0,1,2,1,0,0
31,1,0,3,1,2,0,1,0
39,0,0,1,0,1,1,0,0
33,0,0,0,0,1,1,0,0
21,1,1,1,0,6,1,0,1
27,0,0,3,37,3,0,1,1
24,0,1,0,0,3,0,1,0
29,1,0,3,1,3,0,1,1
21,1,0,0,1,5,1,0,0
31,0,1,14,0,10,1,0,0
62,0,0,0,1,1,0,1,0
39,1,0,3,1,6,1,0,0
56,0,0,2,16,3,0,1,0
28,0,0,6,0,1,1,0,1
26,1,1,6,3,6,1,0,1
24,1,0,5,6,9,1,0,1
28,0,0,7,1,10,1,0,1
36,0,1,1,1,2,0,1,1
38,0,1,0,0,1,0,1,0
23,0,0,1,0,2,1,0,1
28,1,0,5,26,7,0,1,0
29,1,1,7,8,6,1,0,0
29,0,0,0,1,3,0,1,1
29,1,0,11,1,3,1,0,1
34,0,0,8,1,7,0,1,1
26,1,0,6,2,7,1,0,1
58,0,0,0,2,1,1,0,1
48,1,0,0,0,6,0,1,0
30,1,0,1,1,3,1,0,1
44,0,0,0,2,3,1,0,1
36,0,0,5,3,3,1,0,0
29,1,1,11,23,9,1,0,1
53,1,0,3,5,6,1,0,1
35,0,0,8,8,6,0,1,1
39,0,1,3,1,3,1,0,0
26,1,1,2,33,6,1,0,0
26,1,0,10,1,9,1,0,1
28,1,0,8,0,6,0,1,1
21,1,1,3,1,7,0,1,0
37,0,0,8,14,5,1,0,1
22,1,0,12,35,10,1,0,1
28,1,0,12,76,10,1,0,1
56,0,1,0,0,1,0,1,0
30,0,0,0,0,2,1,0,0
27,0,0,2,3,4,1,0,1
27,0,1,6,1,10,1,0,0
43,1,0,15,0,9,0,1,1
53,0,1,5,1,6,1,0,1
27,1,0,6,0,7,1,0,1
26,0,0,6,1,5,0,1,1
24,0,1,1,0,6,1,0,0
30,0,0,0,0,6,1,0,1
26,0,0,4,0,9,1,0,1
24,1,0,3,0,6,0,1,1
54,0,0,4,1,1,1,0,1
36,1,1,13,33,9,1,0,1
21,1,0,1,0,10,1,0,1
26,1,0,10,1,5,1,0,0
26,1,0,10,0,8,0,1,0
45,0,0,0,0,1,1,0,0
47,0,0,1,0,5,0,1,0
31,0,0,2,1,1,1,0,1
21,1,0,0,1,7,1,0,1
28,1,1,1,0,4,0,1,1
29,1,0,9,1,8,1,0,0
28,0,0,2,0,4,1,0,1
25,1,1,1,0,4,0,1,0
22,1,0,0,1,3,1,0,1
21,0,1,0,0,6,1,0,1
48,1,0,0,68,8,1,0,0
25,1,0,4,169,9,1,0,1
37,0,0,7,1,7,1,0,1
31,1,0,5,0,6,1,0,0
24,0,0,0,1,3,0,1,1
30,1,0,15,93,10,1,0,1
47,0,0,5,4,2,0,1,0
66,0,0,2,56,3,0,1,0
51,1,0,21,449,8,1,0,1
28,1,1,3,0,6,1,0,0
35,0,0,1,1,4,0,1,1
24,0,0,0,2,5,1,0,1
36,0,0,0,0,3,1,0,0
21,1,0,0,0,3,1,0,1
27,1,0,7,34,10,1,0,1
28,1,0,18,0,9,1,0,1
39,1,0,16,35,9,1,0,0
19,1,0,0,0,4,1,0,1
40,0,0,2,1,4,1,0,1
30,1,0,5,2,8,1,0,0
28,1,0,0,0,3,1,0,0
27,0,0,0,1,2,0,1,0
25,0,0,7,18,6,1,0,1
24,0,1,0,0,3,1,0,1
44,0,0,0,4,7,1,0,0
44,0,0,0,0,1,1,0,1
23,0,1,0,0,7,0,1,1
31,1,1,2,1,8,1,0,0
27,0,0,0,-1,2,1,0,1
26,1,1,1,0,8,1,0,0
57,1,0,16,12,5,0,1,1
55,0,0,0,0,1,1,0,0
36,1,1,7,7,6,1,0,0
30,1,0,18,1,9,0,1,1
34,1,0,0,33,8,1,0,1
24,0,0,1,0,2,1,0,1
42,0,0,7,0,1,1,0,1
34,1,1,12,3,10,1,0,0
40,0,0,6,0,4,1,0,0
31,1,0,3,0,3,0,1,0
27,0,0,1,31,3,0,1,0
37,0,0,3,80,3,0,1,1
25,0,0,1,0,2,1,0,1
45,0,0,2,7,1,1,0,0
31,0,0,1,0,5,1,0,0
23,0,0,0,3,5,1,0,1
21,0,0,0,2,4,1,0,1
28,1,0,6,5,5,0,1,1
35,0,0,0,0,1,1,0,1
29,1,0,4,1,4,1,0,1
23,1,0,2,1,4,1,0,1
28,1,0,7,0,10,1,0,1
34,1,1,0,2,7,0,1,0
32,0,1,5,4,2,1,0,0
25,0,0,2,1,4,1,0,1
34,0,0,15,1,7,1,0,0
47,1,0,4,0,4,1,0,1
30,0,1,4,1,5,1,0,1
22,1,0,0,0,3,0,1,0
47,1,1,7,0,9,1,0,1
37,0,0,3,241,8,1,0,0
37,0,0,8,1,5,0,1,1
26,1,0,7,2,10,1,0,1
31,0,1,0,3,2,0,1,0
20,1,0,0,0,3,1,0,0
22,1,0,0,50,7,1,0,1
33,1,0,14,1,10,1,0,1
30,0,0,1,0,2,0,1,1
27,1,0,5,6,6,1,0,0
24,1,0,2,2,9,0,1,1
29,0,0,0,1,2,0,1,1
24,0,0,0,2,3,1,0,0
36,0,1,1,1,2,1,0,1
23,1,0,0,0,3,0,1,1
21,1,0,1,0,10,1,0,1
29,1,0,6,1,6,1,0,1
29,0,0,4,0,5,0,1,1
26,0,1,0,6,9,0,1,1
50,1,1,7,7,1,0,1,0
32,0,0,1,98,2,1,0,1
30,0,0,1,83,2,1,0,1
25,0,0,0,0,5,1,0,1
44,1,1,10,5,5,1,0,0
58,1,0,0,1,4,1,0,1
24,0,0,5,-1,6,1,0,1
20,1,0,1,1,10,1,0,1
29,1,0,0,0,1,0,1,0
21,0,0,1,0,5,1,0,0
46,0,1,1,29,1,1,0,0
29,1,0,17,15,10,1,0,1
30,1,0,0,1,4,1,0,1
55,1,0,8,2,1,1,0,1
47,0,0,2,27,1,0,1,0
30,1,0,13,474,10,1,0,1
24,1,0,4,1,5,1,0,1
45,1,0,0,1,6,1,0,0
26,0,0,2,2,5,0,1,1
42,0,1,0,0,2,0,1,0
34,0,0,1,2,2,0,1,1
21,1,0,0,0,4,0,1,1
69,0,1,2,0,1,0,1,0
24,1,0,5,5,5,1,0,0
45,0,0,1,0,1,0,1,1
25,1,0,8,0,8,0,1,1
52,0,0,2,10,1,0,1,1
30,0,0,0,0,1,1,0,0
38,1,0,2,10,4,0,1,1
23,1,0,4,0,7,1,0,1
22,0,1,0,1,6,1,0,1
35,0,0,6,0,3,1,0,1
24,1,0,0,0,7,1,0,1
35,0,0,1,64,6,0,1,1
25,0,0,2,0,6,1,0,1
58,0,0,3,-1,2,0,1,0
27,1,0,7,2,4,1,0,1
24,1,0,6,45,9,1,0,1
33,0,0,2,0,2,0,1,0
44,0,0,4,1,3,1,0,0
30,0,0,3,2,5,1,0,1
28,0,0,0,0,3,1,0,0
34,0,0,1,1,2,1,0,1
26,1,0,1,4,8,1,0,1
23,0,0,0,2,2,1,0,1
29,1,0,11,49,8,1,0,0
31,0,0,0,0,4,0,1,1
30,1,0,14,64,8,1,0,1
21,1,0,2,77,4,1,0,0
44,0,0,0,1,1,1,0,1
52,0,0,0,1,1,1,0,1
30,1,0,6,0,5,1,0,1
31,1,0,9,0,8,1,0,1
21,0,1,2,12,6,1,0,1
77,0,0,1,3,1,0,1,0
61,0,0,4,118,6,1,0,0
41,0,1,0,0,1,0,1,1
24,0,1,0,1,5,0,1,0
34,0,1,5,1,3,1,0,1
25,1,0,6,0,7,0,1,1
30,0,0,1,0,1,1,0,1
55,1,0,1,1,1,1,0,0
32,1,0,0,4,6,1,0,0
53,0,0,5,2,2,0,1,1
50,0,0,1,0,2,0,1,0
36,1,0,7,0,6,1,0,1
35,1,0,16,191,8,1,0,1
25,0,1,0,1,3,0,1,0
31,0,1,2,117,6,0,1,0
26,0,1,1,1,5,1,0,1
25,0,0,0,0,2,0,1,0
32,0,0,0,0,1,0,1,1
40,0,0,5,0,3,1,0,0
35,0,0,0,0,3,1,0,1
27,0,0,2,3,3,1,0,1
33,1,0,12,2,9,1,0,1
30,0,0,2,0,2,1,0,0
30,0,0,0,3,4,1,0,1
41,0,0,19,220,8,1,0,1
29,0,1,0,0,7,1,0,0
25,0,0,0,-1,5,1,0,0
50,0,0,0,2,1,1,0,0
35,0,0,4,169,2,1,0,0
37,1,0,17,1,9,1,0,1
43,1,0,4,25,1,1,0,1
29,1,0,12,39,6,0,1,0
61,0,1,0,1,1,1,0,0
22,1,1,4,2,9,1,0,1
27,1,0,2,0,4,1,0,0
34,0,1,1,15,2,0,1,1
20,1,1,0,1,7,0,1,1
30,0,0,0,0,1,0,1,1
43,0,1,0,1,1,0,1,1
51,1,0,4,1,1,1,0,0
42,1,0,7,1,9,1,0,1
24,0,1,0,0,6,0,1,0
36,0,0,12,13,1,1,0,0
39,1,0,0,2,1,1,0,0
32,0,0,2,1,5,0,1,1
38,0,0,0,-1,1,0,1,1
27,0,1,8,3,6,1,0,1
30,1,1,0,2,6,1,0,0
43,1,1,0,1,2,0,1,0
30,1,0,8,0,9,0,1,1
26,0,1,1,0,4,0,1,0
37,0,0,3,38,4,1,0,0
25,1,0,5,0,9,1,0,0
65,1,0,1,0,3,1,0,0
29,0,0,1,0,1,1,0,0
32,0,0,3,120,5,1,0,0
21,1,0,8,243,9,1,0,1
21,0,0,1,1,3,1,0,0
47,1,0,13,66,4,0,1,0
36,0,1,4,0,2,1,0,1
25,1,1,6,12,7,1,0,1
32,1,0,4,1,2,0,1,0
43,0,0,1,1,1,1,0,0
27,0,0,2,131,6,1,0,1
26,1,0,8,26,4,0,1,1
21,0,0,1,22,3,1,0,1
40,1,0,23,31,6,0,1,1
38,0,0,3,1,3,0,1,0
41,0,0,7,58,9,1,0,1
25,1,0,7,43,10,1,0,0
21,0,0,1,11,4,1,0,0
74,0,1,0,0,1,0,1,0
41,1,0,5,0,4,0,1,0
30,0,0,1,1,2,0,1,1
33,1,1,3,1,6,1,0,0
24,0,0,2,0,2,0,1,0
29,0,1,0,-1,6,0,1,0
42,1,1,0,1,2,1,0,0
30,0,1,1,0,2,1,0,0
33,0,0,0,45,5,1,0,1
21,1,0,2,7,6,1,0,1
41,1,1,9,0,4,0,1,0
28,0,1,5,2,8,0,1,1
52,0,1,3,0,1,1,0,1
25,1,0,0,90,2,1,0,1
27,0,1,0,1,3,0,1,1
35,0,0,0,0,2,1,0,0
40,0,0,2,0,3,0,1,1
24,1,0,2,24,9,0,1,1
24,1,0,10,0,10,1,0,1
50,0,0,1,9,2,1,0,0
21,1,0,1,0,7,1,0,1
24,1,0,2,0,5,1,0,1
29,0,0,3,1,1,0,1,1
25,0,1,0,0,4,0,1,0
38,1,0,0,0,3,1,0,1
46,0,0,1,10,3,1,0,0
33,1,0,9,14,7,0,1,1
39,1,1,3,0,5,1,0,1
35,0,0,4,11,4,1,0,1
49,1,0,12,2,2,1,0,0
27,0,0,0,2,5,0,1,0
22,0,0,2,0,6,1,0,1
29,1,1,0,1,4,1,0,1
31,0,0,0,1,9,0,1,1
65,0,1,0,0,1,1,0,0
24,0,0,6,7,10,1,0,0
46,0,0,0,1,2,0,1,1
20,1,0,0,-1,4,1,0,1
29,1,0,16,33,10,1,0,1
29,0,0,7,2,3,1,0,1
56,0,1,3,0,1,1,0,0
21,0,0,0,1,4,1,0,1
40,1,0,0,4,10,1,0,1
22,1,0,2,54,9,0,1,1
39,0,0,0,1,1,0,1,0
22,1,0,1,-1,8,1,0,1
36,0,0,1,0,2,1,0,0
30,0,0,0,1,1,1,0,1
36,0,0,0,1,6,0,1,1
32,0,0,0,2,1,1,0,1
34,1,1,5,25,9,1,0,1
52,0,0,0,0,1,0,1,0
20,1,0,1,13,10,1,0,0
38,0,0,5,5,4,0,1,1
46,0,0,0,0,1,0,1,0
27,1,0,0,9,4,1,0,1
20,1,0,2,16,3,1,0,1
29,1,1,1,1,2,1,0,0
35,1,1,7,2,2,1,0,1
37,1,0,1,1,1,0,1,0
63,0,0,0,0,1,1,0,0
27,1,0,1,0,4,1,0,1
27,0,0,0,3,5,1,0,1
24,1,0,2,0,6,0,1,1
25,1,0,4,33,10,1,0,0
27,0,0,0,1,1,0,1,1
48,0,1,0,9,5,0,1,1
26,0,1,1,0,4,0,1,1
23,1,0,1,19,5,1,0,0
22,1,0,3,0,4,0,1,0
41,0,0,0,3,1,1,0,1
21,0,0,0,0,7,1,0,1
39,0,1,3,2,6,0,1,1
46,0,0,0,0,1,0,1,0
36,1,0,2,47,4,1,0,1
32,0,0,0,0,3,0,1,0
38,1,0,17,1,4,0,1,1
22,1,0,1,5,5,1,0,1
69,1,0,0,2,1,0,1,0
26,0,0,2,0,4,1,0,1
27,1,1,1,16,6,0,1,1
22,0,0,2,1,8,1,0,1
43,0,1,0,0,1,1,0,0
55,0,1,0,0,1,0,1,0
20,0,0,1,2,2,1,0,1
22,1,0,1,1,7,0,1,1
33,1,0,9,49,9,1,0,0
55,0,0,7,0,8,1,0,0
22,0,0,1,1,6,1,0,1
55,0,0,1,9,1,1,0,1
43,1,1,0,1,1,1,0,0
21,1,0,0,6,10,1,0,1
23,0,0,0,0,2,1,0,1
28,0,1,1,0,5,0,1,0
39,0,0,1,13,1,1,0,1
79,0,0,1,1,1,0,1,0
48,0,0,1,0,1,1,0,0
31,0,0,5,0,8,0,1,1
30,1,0,4,0,5,0,1,0
32,1,0,5,0,4,1,0,1
56,0,0,1,3,1,0,1,0
43,0,0,2,2,1,0,1,1
27,1,0,21,35,7,1,0,1
41,0,0,0,3,6,0,1,1
43,1,0,3,1,1,0,1,1
33,0,1,1,1,1,1,0,1
22,0,0,0,9,3,1,0,1
34,0,0,3,1,1,1,0,1
36,0,0,0,0,1,0,1,0
69,0,0,0,0,5,1,0,0
32,1,0,5,0,5,1,0,0
22,1,0,1,0,7,1,0,1
46,0,0,0,78,5,1,0,0
34,0,0,1,1,5,0,1,0
39,0,0,0,0,1,0,1,1
25,1,0,6,1,7,0,1,1
63,1,0,9,1,6,1,0,1
24,1,0,8,0,4,1,0,0
29,0,0,2,1,5,0,1,0
20,1,0,3,-1,8,1,0,1
40,0,1,0,2,5,0,1,0
30,1,0,7,0,8,1,0,1
50,0,0,5,5,7,1,0,0
37,1,0,4,75,7,0,1,1
34,0,0,1,-1,7,1,0,1
31,1,1,1,1,2,0,1,1
23,0,0,10,70,7,1,0,0
37,1,0,2,4,1,1,0,0
26,0,0,2,0,5,1,0,0
34,1,0,12,11,9,1,0,1
59,1,0,2,0,1,0,1,0
37,0,0,2,12,2,0,1,0
45,1,0,1,5,1,1,0,0
22,0,0,1,36,8,1,0,1
24,1,0,3,35,8,1,0,1
25,0,0,5,36,5,1,0,1
24,1,0,6,1,6,1,0,1
20,1,0,1,1,4,0,1,1
32,1,1,2,0,2,1,0,0
49,1,0,3,0,8,1,0,1
31,1,0,11,0,7,1,0,0
58,1,0,7,185,7,1,0,0
26,1,0,11,1,7,1,0,1
20,0,0,1,2,6,1,0,1
51,1,0,1,1,2,0,1,0
30,0,0,2,18,2,0,1,1
26,0,0,2,33,6,1,0,1
26,0,1,0,0,5,1,0,0
26,0,0,5,2,4,1,0,1
20,0,0,0,1,2,1,0,0
28,1,0,0,15,3,1,0,1
23,1,0,1,0,2,0,1,1
21,0,1,0,0,5,0,1,1
30,0,0,0,1,3,1,0,0
21,1,0,2,0,9,1,0,0
20,1,0,1,40,7,1,0,0
24,1,0,5,18,6,1,0,0
35,1,0,22,2,10,1,0,1
50,1,0,2,9,2,1,0,0
25,0,0,5,1,9,0,1,1
31,1,0,12,40,8,0,1,1
26,0,0,0,1,9,1,0,1
22,0,0,0,1,4,1,0,1
29,0,0,0,0,3,1,0,1
52,0,0,1,0,1,1,0,0
21,0,0,0,0,7,1,0,1
21,0,0,1,-1,8,1,0,0
20,1,1,0,2,8,1,0,0
30,1,0,1,1,1,1,0,0
33,1,1,3,4,4,0,1,1
24,0,0,3,93,7,1,0,1
30,1,1,11,6,7,1,0,1
30,0,1,0,0,2,0,1,0
47,1,0,13,0,2,1,0,1
41,0,0,9,2,9,0,1,1
48,0,0,6,5,2,1,0,0
52,1,0,2,33,9,1,0,1
34,0,1,1,1,1,0,1,1
35,1,0,0,1,3,1,0,0
24,1,0,1,0,2,1,0,1
25,0,0,1,0,2,0,1,1
34,1,0,20,26,9,1,0,1
25,1,0,2,0,4,1,0,1
56,0,0,6,0,1,1,0,0
23,0,0,0,0,4,1,0,1
21,0,0,0,1,4,0,1,0
66,0,0,0,1,1,0,1,0
28,0,0,7,0,7,0,1,1
29,0,0,0,-1,1,0,1,0
22,1,0,3,2,7,1,0,0
39,0,0,0,1,1,1,0,0
33,1,0,9,1,8,0,1,1
29,1,0,2,0,1,1,0,0
31,0,0,1,1,2,1,0,0
22,0,0,0,53,8,0,1,1
22,0,1,0,0,5,0,1,0
35,0,0,3,1,4,1,0,0
29,1,0,3,1,4,1,0,0
56,0,0,1,0,1,1,0,0
34,0,1,0,0,1,1,0,1
23,1,0,1,3,4,1,0,1
27,1,0,1,0,5,1,0,1
43,0,0,2,0,1,1,0,0
38,0,0,0,0,1,1,0,0
39,0,0,3,0,3,1,0,0
24,1,0,1,0,3,1,0,1
26,0,0,2,-1,3,0,1,1
55,0,1,0,1,1,0,1,0
35,1,0,1,0,6,1,0,1
61,0,0,25,1,7,1,0,1
40,0,0,4,1,7,1,0,0
33,0,0,3,0,2,1,0,1
26,1,0,0,1,6,1,0,0
32,1,0,15,90,9,1,0,0
28,0,0,0,0,2,1,0,1
45,0,0,0,1,1,0,1,0
30,1,0,0,37,9,1,0,0
57,0,1,4,257,2,1,0,0
26,1,0,3,47,7,1,0,1
35,0,0,1,0,8,1,0,1
29,0,1,0,2,5,1,0,1
40,0,1,0,1,2,0,1,0
28,1,0,1,1,2,1,0,0
25,0,1,0,0,2,0,1,1
44,0,0,3,2,6,0,1,1
23,1,0,4,0,4,1,0,0
29,0,0,0,72,2,1,0,1
56,0,0,0,0,1,0,1,0
27,0,1,0,1,3,0,1,1
29,0,1,0,0,7,0,1,0
34,0,1,4,0,4,0,1,0
22,0,1,0,-1,7,1,0,1
40,1,0,5,0,1,1,0,0
31,0,0,0,2,1,1,0,0
47,0,0,3,1,2,1,0,1
24,1,0,8,49,7,1,0,1
39,0,0,4,118,9,1,0,1
29,1,0,10,0,6,1,0,1
26,1,1,4,0,9,1,0,1
61,0,0,2,0,8,0,1,1
30,0,0,0,1,9,0,1,1
20,1,0,0,0,5,0,1,1
56,1,0,22,71,9,1,0,1
50,1,1,3,0,3,1,0,0
30,1,0,10,0,6,1,0,1
59,0,0,1,62,1,0,1,1
20,1,0,1,187,10,1,0,1
23,1,0,4,2,9,0,1,0
28,1,1,2,0,6,1,0,0
35,1,0,3,0,5,0,1,0
22,1,0,1,5,9,1,0,1
22,0,0,0,2,7,1,0,1
61,1,0,8,0,2,1,0,1
26,0,0,5,0,4,1,0,1
44,0,0,1,1,5,1,0,0
34,1,1,0,1,1,0,1,1
29,1,0,1,0,2,1,0,0
29,0,0,8,5,9,0,1,1
48,1,0,5,0,4,1,0,1
31,0,1,0,4,6,0,1,1
21,0,0,2,0,6,1,0,0
34,0,0,4,0,5,1,0,0
54,0,0,21,0,6,1,0,1
20,0,0,4,0,10,1,0,0
31,1,0,1,36,3,1,0,0
22,0,0,0,0,4,0,1,0
36,0,0,6,0,4,0,1,1
34,1,0,9,0,7,1,0,1
50,0,0,15,1,8,0,1,1
31,0,0,1,1,4,0,1,1
49,1,0,10,9,3,1,0,1
21,0,0,2,36,9,1,0,1
26,1,1,5,1,7,1,0,1
25,1,1,2,0,9,1,0,0
38,0,0,5,1,4,1,0,0
35,0,0,2,0,1,0,1,0
32,1,0,4,44,4,1,0,1
29,0,0,1,2,2,1,0,0
46,0,0,0,0,1,1,0,0
53,0,0,1,0,5,0,1,0
27,1,1,1,25,5,1,0,0
29,0,0,4,0,8,1,0,0
23,1,0,3,0,2,0,1,1
24,0,0,1,1,2,0,1,0
33,1,0,18,1,10,1,0,1
32,1,0,1,21,6,0,1,1
38,1,1,7,39,10,1,0,1
40,0,0,20,1,7,1,0,1
36,0,1,1,0,1,0,1,1
34,1,0,16,1,9,1,0,1
41,1,0,1,2,2,0,1,0
57,0,0,7,151,1,1,0,0
26,0,0,1,1,5,1,0,1
45,1,0,0,0,3,1,0,1
26,0,0,2,7,3,1,0,1
48,0,1,0,1,1,1,0,0
52,0,0,7,0,2,0,1,0
43,0,1,0,1,1,0,1,1
24,0,0,3,35,5,1,0,0
27,1,0,11,5,7,1,0,1
28,1,0,2,0,6,1,0,1
21,0,0,0,0,5,1,0,1
33,1,0,5,1,9,0,1,1
25,1,0,1,1,8,1,0,1
36,1,0,17,15,8,1,0,1
25,0,1,0,0,5,1,0,0
46,0,0,0,0,5,0,1,0
24,0,1,0,2,7,1,0,1
28,1,0,4,5,7,1,0,1
28,1,0,12,1,7,0,1,1
23,1,0,0,1,3,0,1,1
50,1,0,1,40,6,0,1,0
24,0,0,0,0,2,0,1,0
55,0,1,2,1,1,1,0,1
22,1,0,0,2,7,1,0,1
38,0,0,14,56,7,1,0,1
31,0,0,1,1,1,1,0,1
30,0,1,3,0,2,1,0,1
37,1,0,16,2,8,1,0,1
41,0,1,1,29,2,0,1,0
20,1,0,0,0,5,1,0,1
21,1,0,0,0,4,0,1,0
22,0,0,1,8,5,0,1,0
38,0,0,7,197,6,0,1,1
31,0,0,0,8,5,1,0,1
28,0,0,0,53,7,1,0,0
39,0,0,1,0,8,1,0,1
34,1,0,22,1,7,1,0,1
24,1,0,0,15,9,0,1,1
27,1,0,9,0,7,1,0,1
43,0,0,2,0,1,1,0,1
26,0,0,1,0,4,1,0,1
32,0,0,7,5,2,1,0,1
57,0,1,2,0,1,1,0,0
40,0,1,0,0,1,0,1,0
33,1,0,6,152,6,1,0,0
30,1,0,2,1,5,1,0,1
29,0,0,1,11,10,0,1,0
36,0,0,2,0,2,0,1,1
35,1,0,6,0,8,1,0,1
21,1,0,2,8,5,1,0,1
49,1,0,29,0,6,1,0,1
37,1,1,23,-1,8,0,1,1
29,1,0,3,-1,2,1,0,1
25,1,0,1,0,5,1,0,1
20,1,0,2,33,8,1,0,1
55,0,0,5,300,4,1,0,1
26,0,0,0,1,4,0,1,0
52,0,1,6,6,1,1,0,0
52,1,0,16,0,8,1,0,1
60,0,0,2,10,2,0,1,0
44,0,0,0,2,2,0,1,0
25,0,1,2,0,4,0,1,1
20,1,1,4,2,8,1,0,0
28,1,0,3,37,7,1,0,0
22,0,0,1,11,6,1,0,0
24,1,0,1,0,8,1,0,0
28,0,1,0,191,3,1,0,1
35,1,0,10,22,6,1,0,1
30,0,0,0,0,1,0,1,0
22,1,0,0,7,3,1,0,1
39,0,0,9,0,5,1,0,1
26,0,0,5,323,7,0,1,1
23,0,1,0,25,3,1,0,1
52,1,1,0,0,7,1,0,1
22,1,1,0,0,5,0,1,1
54,0,0,0,2,2,1,0,0
50,0,0,2,30,6,0,1,1
20,1,0,2,1,5,1,0,1
25,0,0,1,0,3,1,0,0
46,0,1,0,0,1,1,0,0
22,0,0,0,1,4,0,1,0
38,1,0,10,-1,4,1,0,0
34,1,1,5,9,2,1,0,1
18,1,0,4,23,5,1,0,1
26,1,1,3,1,6,1,0,0
23,0,1,0,11,6,1,0,0
44,1,0,1,0,1,0,1,0
53,1,0,9,117,4,1,0,0
27,1,0,4,0,4,1,0,1
25,0,0,2,0,6,1,0,0
19,1,0,1,8,10,1,0,0
53,0,0,0,11,2,1,0,0
39,0,0,0,0,3,0,1,1
27,1,0,6,0,8,1,0,1
21,1,1,2,1,10,1,0,1
24,0,1,7,1,9,1,0,1
33,0,0,0,1,1,0,1,0
24,0,1,1,0,4,0,1,0
46,0,0,1,0,1,1,0,0
38,0,1,0,2,1,1,0,0
30,1,0,13,2,10,1,0,1
26,1,0,27,10,9,0,1,1
57,0,0,2,9,1,1,0,0
43,0,0,0,2,1,1,0,0
22,0,0,0,0,6,0,1,1
28,1,1,9,12,9,0,1,1
51,0,0,3,6,4,1,0,0
24,0,0,1,1,7,1,0,0
48,1,0,3,1,2,1,0,1
26,1,0,0,1,3,0,1,0
31,1,0,6,0,2,1,0,1
27,0,0,6,1,10,0,1,1
25,0,0,0,0,4,0,1,1
56,0,0,3,0,3,0,1,0
